FacultyArea,InstitutionType,ReviewText,AverageRating,Sentiment
İktisadi ve İdari Bilimler Fakültesi,üniversite,"İyi anlatır, çok iyi öğretir. Quizleri ve finalleri evet çok zordur ama yardımcı da olur.",4.2,1.0
Türk Dili ve Edebiyatı,lise,"Üç kelimeyle anlatılacak olursa;
Sakin
Sakin
Ve çok daha sakin",2.2,0.0
Biyoloji,lise,"Bağıracaksa genellikle ""ARKADAŞLAAR"" diye söz başlar. Fena azarlar. Bir sözüyle o gününüzü berbat edebilir. Performans notları pek adil olmayan hocadır(bana göre). Sınavlarının zor olmasına rağmen yüksek alabilen nadir insanlar vardır. Hala onları çözemedim.",3.4,
İngilizce,lise,"""Çocuğum"", ""Meraklı taze"", ""Sizi 3 kere atıp 2 kere mi tutmuşlar?"", ""Biraz düşünsen yaparsın"", ""İçindeki sarışın ortaya çıktı"", ""Bıraksam 3 saat konuşursunuz"", ""Aklınızın dibini göstermeye çalışıyorsunuz ama o kadar derin değil"" gibi sözlerle özleşmiştir.",3.8,1.0
Fizik,lise,Sınavları kolay ama anlatması çok iyi olmayan bir hocadır. Sizi takmadığı günler çoğunluktadır. Ne olursa olsun dersleri hep güzel geçer. Sevdiğim biridir.,4.33,1.0
Türk Dili ve Edebiyatı,lise,Çok güzel ve çok iyi bir hoca.,3.4,
Tarih,lise,"Tarih dersini anlattığı hayat hikayeleriyle harmanlayıp tarihi sevilebilen bir ders haline getiren, adamlığı ve öğrencilerine verdiği değerle öğrencileri arasında aşırı saygı duyulan bir insandır. Saygının sevgiden temellendiğini düşündüğümüzde öğrencilerinin gözünde nasıl bir yeri olduğu tartışılmaz.",4.87,1.0
İngilizce,lise,Number one.,4.15,1.0
Eğitim Fakültesi,üniversite,"Kendisi hayatımı mahvetti. Alanım olmamasına rağmen sürekli kalıyorum fizikten. Üstelik çalışmıyor da değilim. Öyle bir puanlama sistemi var ki, sadece sonuca bakıyor, eğer yanlışsa siliyor tüm soruyu. E o zaman niye klasik yapıyorsun? Dün gece uyuyamadım bu kadın yüzünden. Ağlamaktan başım ağrıdı. El insaf.",3.0,
Meslek Dersleri,lise,Tanıdığım en değerli kişilerden biridir.,2.6,
Tarih,lise,Okul hayatım boyunca gördüğüm en kral hoca.,4.87,1.0
Türk Dili ve Edebiyatı,lise,Her yönüyle mükemmel bir hoca. Yalnız alanında değil her anlamda kendini geliştirmiş bir insan. İletişim becerileri çok çok iyi. Bunun yanında insan olarak da çok iyi.,5.0,1.0
İngilizce,lise,Her şey için teşekkürler.,5.0,1.0
Beden Eğitimi,lise,Her şey için teşekkürler.,5.0,1.0
Tarih,lise,Her şey için teşekkürler.,4.0,1.0
Türk Dili ve Edebiyatı,lise,Her şey için teşekkürler.,4.6,1.0
Fizik,lise,Her şey için teşekkürler.,4.6,1.0
Matematik,lise,Her şey için teşekkürler.,4.6,1.0
İngilizce,lise,Her şey için teşekkürler.,4.6,1.0
Almanca,lise,Her şey için teşekkürler.,5.0,1.0
Matematik,lise,Her şey için teşekkürler.,4.8,1.0
Müzik,lise,Her şey için teşekkürler.,5.0,1.0
Matematik,lise,Her şey için teşekkürler.,5.0,1.0
Matematik,lise,Her şey için teşekkürler.,5.0,1.0
Beden Eğitimi,lise,Her şey için teşekkürler.,5.0,1.0
Kimya,lise,Her şey için teşekkürler.,4.6,1.0
Resim,lise,Her şey için teşekkürler.,5.0,1.0
Türk Dili ve Edebiyatı,lise,Her şey için teşekkürler.,4.8,1.0
Biyoloji,lise,Her şey için teşekkürler.,4.4,1.0
Biyoloji,lise,Her şey için teşekkürler.,4.4,1.0
Tarih,lise,Her şey için teşekkürler.,5.0,1.0
Türk Dili ve Edebiyatı,lise,Her şey için teşekkürler.,4.8,1.0
Kimya,lise,Her şey için teşekkürler.,4.8,1.0
Felsefe,lise,Peşimizi bırakmadı toplum felsefesi hocam.,5.0,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Öğrenciye kendini sevdiren biri. Anlayışlı ve saygıyı hakeden bir insan.,4.0,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Saygı duyulması gereken bir hoca. Öğrenciye değer veriyor.,4.6,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Öğrenciyi nasıl kazanacağını bilen bir hoca.,4.8,1.0
Fen Edebiyat Fakültesi,üniversite,Ani parlamaları vardı. Rahatsız edilmekten hoşlanmazdı. Öğrenci için sıkıntıdan başka birşey değildi.,1.2,0.0
Mühendislik Fakültesi,üniversite,Çok süper bir hoca. Yardımsever. Adam gibi adam.,4.2,1.0
Eğitim Fakültesi,üniversite,Geçmiş olsun ders alanlara.,1.8,0.0
İngilizce,lise,Adam gibi adam Hüseyin Yavuz.,4.0,1.0
İngilizce,lise,Hocam müthişsiniz. 1915'ten beri sizi takip ediyorum. Başarılarınızın devamını diliyorum.,4.0,1.0
İngilizce,lise,Adam gibi adam.,4.0,1.0
Matematik,lise,Dünyada görüp görelebileceğiniz en iyi matematik hocasıdır.Bir tanedir. :),4.6,1.0
İngilizce,lise,Adam gibi hoca.,5.0,1.0
Coğrafya,lise,Adam gibi hoca.,5.0,1.0
İngilizce,lise,Çok iyi bir hoca. :),5.0,1.0
Matematik,lise,Çok iyi bir hoca.,4.0,1.0
Biyoloji,lise,Hala nasıl öğretmen bilmiyorum?,1.0,0.0
İngilizce,lise,Sınavları çok geç okuyor. Gereksiz konuları anlatıyor.,3.0,
Türk Dili ve Edebiyatı,lise,"Ben hayatımda böyle kötü ders anlatan, öğrenciyi dersten bezdiren hoca görmedim. Ders anlatışı uyku getiriyor. Hiç anlaşılmaz biri.",1.2,0.0
Biyoloji,lise,"Hocam, unutmayacağım insanlardan birisiniz. Hiç bir hocayla bu kadar iyi iletişim kurmamışımdır herhalde. Bitmek tükenmek bilmeyen sorularımı cevapsız bırakmayıp beni hiç geri çevirmediğiniz için teşekkürler.

NOT: Başınızın Belasından :)",4.2,1.0
Mühendislik Fakültesi,üniversite,Yoğun iş temposundan bizlere zaman ayırarak derslerini mükemmel bir şekilde anlattığı için hocama teşekkür ederim.,4.2,1.0
Mühendislik Fakültesi,üniversite,Oldukça iyi bir insan.,2.6,
Mühendislik Fakültesi,üniversite,"Derslerini mükemmel anlatan, aynı zamanda sınavlarda da aynı mükemmeliği isteyen ve şu anda dekan yardımcılığı görevini üstlenen bilim adamıdır.",5.0,1.0
Mühendislik Fakültesi,üniversite,Sınav sorularının ve bu soruların cevaplarının neden bu kadar komplex olduğuna anlam veremediğim derslerden bir tanesi.,1.2,0.0
Mühendislik Fakültesi,üniversite,Bir çok öğrencinin sevmediği ama benim değer verdiğim hocalardan bir tanesi. Sınav kağıdında mükemmeliyeti arayan öğretim üyelerinden bir tanesi.,3.2,
Mühendislik Fakültesi,üniversite,"Bütün derslerini sabah 8'de yapan, amacı konuları bir an önce bitirmek olan, değerli öğretim üyesinin bu tutumunu lisans eğitimim boyunca bir türlü anlayamadım.",1.0,0.0
Mühendislik Fakültesi,üniversite,2012 güz döneminde derslere gelmediğinden dolayı şikayet eden öğrencileri dersten bırakan öğretim üyesi.,1.2,0.0
Mühendislik Fakültesi,üniversite,"Değerli öğretim üyeleri, öğrenciler sunumları okuyabiliyor. Lütfen sunumları okumayı bırakın.",1.1,0.0
Mühendislik ve Mimarlık Fakültesi,üniversite,"Son derece güleryüzlü, kendini dinleten bir hoca. Notları öğrenciye karşı bir silah değil, geçmelerini kolaylaştıracak şekilde kullanıyor. En ufak bir emeğin karşılığını fazlasıyla vermeye çalışıyor. Onun gibi hoca bence ülkede 20'yi geçmez. Ders anlatımı gayet başarılı. Çok teşekkürler hocam.",4.62,1.0
Almanca,lise,Çok reis bir hoca.,2.4,0.0
Matematik,lise,Çok hızlı anlatan bir hoca. Ne dediğini bile zor anlıyorum. Anlatamiyor.,3.6,1.0
İngilizce,lise,Hiç sevmediğim bir hoca.,1.0,0.0
Din Kültürü ve Ahlak Bilgisi,lise,Gelmiş geçmiş en sıkıcı din derslerimi geçirdiğim hocadır. Çok aptalca espriler yapardı. Kendine özel değişik bir ağzı vardı. Kelimeleri çok garip telaffuz ediyordu.,3.6,1.0
İngilizce,lise,Çok seviyorum bu hocayı.,4.15,1.0
Mühendislik Fakültesi,üniversite,İnanılmaz bir hoca. Üniversitede yeteri kadar değer verildiğini düşünmüyorum. Devre Analizi 1'den kaldığım halde bu hoca gibi iyi anlatan bir tane daha görmedim.,4.0,1.0
Hukuk Fakültesi,üniversite,"Hakan Hoca ders verirken sadece okul dersleriyle kalmayıp hayat derslerine de değinen bir insan. Sınavından kalmış olsam da dersleri ve sınavlarında uygulamaları öğrenciyi deli etse de :) çok iyi, sevecen ve derslerde teknoloji kullanmasını takdir ediyorum. Emeklerinden dolayı teşekkür ederiz.",4.31,1.0
Hukuk Fakültesi,üniversite,"Ersoy Hoca tanıdığım en iyi, en eğlenceli ve güleryüzlü insan. Bu özellikleri derslerine yansıtan biridir. Derslerine severek katıldığım bir hocam. Kendisi çok saygı değer bir insan.",4.96,1.0
Türk Dili ve Edebiyatı,lise,"Sınavları saçma olmasa çok iyi hoca aslında. Kitap okutturup sınav yapması da olmamış. Dersi güzel anlatıyor, gerisi boş.",4.4,1.0
Kimya,lise,"Sınavlarına sürekli çok kolay diyen ama asla kolay yapmayan, sürekli ders anlatmaya çalışan, saçma sapan ödevler veren ama işini hakkıyla yapan, ufak tefek şirin bir adam. En sevdiğim hocalardandır. Sürekli gülüyormuş gibi durması ve çok hızlı konuşması var bir de.",2.87,
Biyoloji,lise,"Olup olabilecek en iyi biyoloji hocası herhalde. Öğretmenliği kadar her öğrencisinin her derdine koşması, daima neşeli olmasıyla da bilinir. :)",4.6,1.0
Kimya,lise,Çok teşekkürler.,3.8,1.0
Türk Dili ve Edebiyatı,lise,Adalet!,1.4,0.0
İngilizce,lise,"She really tought me everthing of life. And tought me ""hang up your dreams.."" I learnt my lesson but did she? Anyway wish her the best-really...!",2.6,
Matematik,lise,Ok.,4.0,1.0
Fransızca,lise,Süper.,4.8,1.0
Fizik,lise,Öğrencisi için her şeyi yapıyor.,4.4,1.0
Eğitim Fakültesi,üniversite,"Tahtayla konuşan, öğrencileri pek umursamayan hoca.",1.4,0.0
Eğitim Fakültesi,üniversite,Memleket konularını çok sever. Doğallığıyla bir şeyler vermeye çalışan bir hoca.,2.4,0.0
Eğitim Fakültesi,üniversite,Çok bilgili ama bir de derslere girse.,2.2,0.0
Eğitim Fakültesi,üniversite,Gerçek bir eğitimci.,3.4,
Eğitim Fakültesi,üniversite,"Anlattığı dersi kendisi bile anlamayan, gereksiz espriler yapabilen hoca.",1.0,0.0
Eğitim Fakültesi,üniversite,"Öğrencileri seven, kendi hayatını eğitime adamış, nadir insanlardan.",4.4,1.0
Eğitim Fakültesi,üniversite,Allah rahmet eylesin. Onun gibi gerçek bilim insanlarına ihtiyacımız var.,4.5,1.0
Eğitim Fakültesi,üniversite,Bir konu üzerinde gerektiğinde fazla duruyor. Takıntılı olabiliyor. Bu da gerek öğrenciler arasında gerekse hocayla sorunlara neden oluyor.,2.2,0.0
Türk Dili ve Edebiyatı,lise,Kendisi okulda öğrencilerin korktuğu bir hocadır. Çok düzenlidir.,3.2,
Matematik,lise,Ders anlatmaktansa her şeyi ödev veriyor.,1.4,0.0
Fizik,lise,Öğrencilere bilgisini aktaramamaktadır.,1.1,0.0
Matematik,lise,Fidan ve Nevin Hoca'nın derslerinden sonra Meltem Hoca'nın dersleri çok sıkıcı ya. Meltem hocam anlamıyorsunuz diye kızıyorsunuz ama inanın anlatım tekniğinizde sıkıntı var. Bize aktaramıyorsunuz. Geçen sene rahat anlıyorduk. Ama notu bol. Ne yazarsan not verir. Notlarımız çok kötüde değil aslında. :),2.0,0.0
Fizik,lise,Hoca değil bilim adamıydı ve harbiden adam gibi adam. Nano teknolojiden bahsederdi sürekli. Gerçekten iyi bir insan.,4.8,1.0
Eğitim Fakültesi,üniversite,"Her dönemin başında ""bu dönem umarım en az 2 dersimize gelir"" dediğim bir hocadır. Bilgi birikimiyle her dersin hakkını fazlasıyla verir. Bu yüzden dersleri sıkıcı geçmez.",5.0,1.0
Hukuk Fakültesi,üniversite,"Dersin zevkle geçtiği, ders bittiğinde keşke bitmese dediğim nadir hocalardan biri. O kadar çok bilgi birikimi var ki bize anlatmakla bitmiyor. Anlatım tarzı ve örnekleri bizi araştırmaya yönlendiriyor. Dersimize geldiği için oldukça şanslıyız.",4.96,1.0
Hukuk Fakültesi,üniversite,"Öğrencilerine dersin dışında hayatın gerçeklerini de öğreten, bize daima samimi yaklaşan, yaptığı bilgi dolu slaytlarla teknolojiyi kullanan, saygıdeğer, yardımsever ve kelimenin tam anlamıyla babacan bir hocamız. Emeklerinden dolayı teşekkür ederim.",4.31,1.0
İngilizce,lise,Kaç senedir öğretmenlik yaptığını bilen arkadaş var mıdır acaba?,3.4,
İngilizce,lise,Bilmem hala öğretmenik yapar mı ama selam olsun. İyi adamdı.,4.15,1.0
Hukuk Fakültesi,üniversite,Çok sempatik bir hocadır kendisi. Derste slaytlarla ilerlemesi çok güzel ama kimi zaman slaytları ve hocayı aynı anda takip etmek zor oluyor ve dikkat dağıtıyor. Bir de her dersin başında bir önceki dersi uzun uzun tekrar etmese süper olacak. Çünkü son konular ve pratikler güme gidiyor.,4.31,1.0
Hukuk Fakültesi,üniversite,Mükemmel bir hocadır. 3 saat dersin nasıl geçtiğini anlamak mümkün değil Türkan hocanın dersinde.,4.7,1.0
Hukuk Fakültesi,üniversite,"İçten, güleryüzlü, öğrenciye saygılı, mükemmel bir insan, mükemmel bir hocadır kendisi. Dersini de kendisini de çok çok sevdirir öğrencilerine. Aühf'de Cavit Hoca'dan ders almayanlar çok çok şanssız insanlar.",4.8,1.0
Hukuk Fakültesi,üniversite,"Eğitimi büyük titizlik ve disiplin çerçevesinde veren, anlaşılır ve akıcı ders anlatımı ve engin bilgi dağarcığı ile mesleğini layıkı ile yapan değerli bir hoca. Kendisinden ders alma fırsatı benim için önemli bir gurur kaynağı.",4.31,1.0
Hukuk Fakültesi,üniversite,"Kendisini tanıdığım için çok mutluyum. Ne kadar u.e. öğrencisi olsam da ilgisini ve enerjisini öğrencilerine hissettiren, adil bir insan Hakan Hoca. Ders anlatımı konusundaysa samimi söylüyorum en sıkıcı konuları akıcı işler, diksiyonu mükemmeldir ve hep ""Arkadaşlar!"" der bize. Çok sempatiktir hocam. :)",4.31,1.0
Türk Dili ve Edebiyatı,lise,Sizi seviyorum.,4.6,1.0
Hukuk Fakültesi,üniversite,"Öğrencilerine yargı örgütü dersinin yanında hayat dersi veren, çok saygıdeyer bir hocadır. Dışardan çok sert görünür ama yakından tanıyınca şeker gibi yufka yürekli, mükemmel bir eğitimcidir. Derslerini kaçırmadığım hocalarımdandır. Derste bizi hayata hazırlama çabasındadır. Teşekkürler hocam.",4.31,1.0
Hukuk Fakültesi,üniversite,"Hayatımda gördüğüm en saygıdeğer hoca.  Ersoy Hoca'yı sözlerle anlatmak zordur. Öğrencilerine birşeyler vermek için çırpınan, nadide insan. 100 kişilik sınıfı bir arada gördüğüm tek dersin hocası. Yoklama falan da alınmıyor. Gerisini siz düşünün. Keşke her gün pazartesi olsa. :)",4.96,1.0
Türk Dili ve Edebiyatı,lise,Edebiyat profesörü olabilecekken lisemize bir nimet olarak gelmiş.,4.6,1.0
Yabancı Diller Yüksekokulu,üniversite,7 hazırlık binasının gördüğü en iyi öğretmenlerden. Guzel insan.,5.0,1.0
İngilizce,lise,Süper bir öğretmen. Daha ne diyeyim? :D,5.0,1.0
Biyoloji,lise,Mükemmel bir öğretmen ve mükemmel bir insan. Kendisini hiçbir zaman unutmayacağım.,4.6,1.0
Kimya,lise,Çok iyi bir hoca. Çok severim kendisini fakat konu anlatımı biraz karışık geliyor.,4.27,1.0
Türk Dili ve Edebiyatı,lise,Okuldaki dersine en iyi hakim olan hoca.,3.2,
Tarih,lise,Emekli olmasına bir yıl kalmasına rağmen öğretmenlik yapmaya devam etmesi gereken yegane insan.,4.6,1.0
Coğrafya,lise,Kendisi aşırı derecede titiz bir insandır.,4.1,1.0
İngilizce,lise,Kendisi harika bir insandır. Bana İngilizce'yi sevdirdi. Biraz çılgın birisi.,5.0,1.0
Din Kültürü ve Ahlak Bilgisi,lise,İyi bir hoca.,4.4,1.0
Matematik,lise,Gülnihal Hoca çok iyi birisidir ancak dönem başında tanışmamız pek hoş olmadı. Zaten beni pek sevmez ama ben kendisini severim.,2.73,
Biyoloji,lise,Kendisi muhteşem insandır. Tek çalıştığım ders biyoloji. Sebebi ise Berrin Hoca.,4.47,1.0
Fizik,lise,Erhan Hoca ile tanışalı 4 ay oldu ama kendisini çok sevdirdi. Disiplinden taviz vermedi. Fizik dersi ancak bu kadar güzel olur. Teşekkürler.,4.47,1.0
Matematik,lise,Yorumsuz. Anlatılmaz yaşanır.,1.8,0.0
Din Kültürü ve Ahlak Bilgisi,lise,"Ah ah, az mı Trabzonspor hakkında konuştuk.",5.0,1.0
Matematik,lise,Hayatımı değiştirdiğin ve beni de öğretmen yaptığın için teşekkürler. İyi ki varsın öğretmenim.,4.8,1.0
İngilizce,lise,Çok sevdiğim bir öğretmen. Çok iyi anlatıyor. :) Sınıfa hakim olmasını da iyi biliyor. :D Çok seviyorum.,4.2,1.0
Tarih,lise,Bana tarih dersini sevdiren öğretmen. Onu çok seviyoruz. :),4.2,1.0
İngilizce,lise,Mükemmel ötesi bir öğretmen. Onu çok seviyoruz.,4.8,1.0
Matematik,lise,"Müthiş bir öğretmen. :) Onu, okulumuzdaki bütün öğrenciler çok seviyor ama sınavlarda daha yardımcı olsa daha çok seviniriz. :) Hocam iyi ki varsınz.",3.8,1.0
Matematik,lise,Derslerinden hiç birşey anlayamadığım hoca.,1.2,0.0
Türk Dili ve Edebiyatı,lise,Adamsınız hocam.,4.6,1.0
İngilizce,lise,A.k.a Gandalf. Adınız gibi mübarek ve süper bir hocasınız.,4.2,1.0
Coğrafya,lise,Şu ana kadar gördüğüm en iyi öğretmenlerden biri.,4.8,1.0
Muhasebe ve Finansman,lise,Seni çok seviyoruz Sabiş Hala. Biz Oğuzhan ve Hilal.,5.0,1.0
Tarih,lise,Tarihi MF'lere sevdiren adam. Adam mı dedim? Adamın dibi.,5.0,1.0
Türk Dili ve Edebiyatı,lise,"Öğrencilere bir şeyler katmak için her şeyini feda edebilecek, okulda öğrencinin her daim yanında olacak nadir hocalardandı. Gitmeseydi denilen cinsten. Herkes anlamaz onu, bilmez herkes.",4.6,1.0
İngilizce,lise,Hala ders veriyor mu bilmiyorum ama adam gibi adam. Hala aklımda. Bir işim varsa onun sayesinde. Allah razı olsun ondan.,4.15,1.0
Gazi Eğitim Fakültesi,üniversite,Önce insanlığı sonra işitme-kuram öğretir. Öğrencisi olmaktan gurur duyarım.,4.6,1.0
Matematik,lise,"Hocam, tıfılından bir yorum gelsin Ahmet hocacığıma dedim. :) Saygılar hocam. :) Sizin üzerinize matematikçi tanımam. :)

Arkadaşlar, biz bu sene son ama siz değerini bilin. :)


İmza : Tıfıl :D :D :) ;)",5.0,1.0
İngilizce,lise,Kendisi müthiş bir hocamızdır. :) Allah yokluğunuzu eksik etmesin hocam. ,5.0,1.0
İngilizce,lise,"Melek tabirinin karşılığı olacak hocamız. Bize İngilizce'yi öğretirken hiç bunaltmadan, dersi severek öğretti. Her şekilde hakkı ödenmez. :)",4.6,1.0
Rehberlik,lise,Öğretmenimiz alanında çok başarılı ve insani yönü mükemmel biridir. Hayatımın en büyük zorluklarını aşmama yardımcı oldu. Olmasaydı herşey çok farklı olabilirdi.,5.0,1.0
İngilizce,lise,Esas başka ders veriyordu ama bize demokratik toplum dersi veriyordu. Anlatıklarını bugün bir bir yaşıyorum. Hayat gerçekten çok farklıymış. Bu hocanın zeka seviyesi çok ileri kesinlikle.,4.15,1.0
Matematik,lise,İyi hocadır fakat derste şebeklik yaparsan cezasınıda verir. :),2.3,0.0
Matematik,lise,"Benim derslerime de giren, dersi iyi anlatan ama benim anlamadığımı düşündüğüm bir hocadır. :) Ama bu normaldir çünkü Türkiye matematik problemlerini anlamada 65 ülkeden 62. dir. :)",2.3,0.0
Mühendislik Fakültesi,üniversite,"Dünyanın en iyi hocası. Onu tanıdığım için, ondan ders aldığım için çok şanslıyım.",5.0,1.0
Mühendislik Fakültesi,üniversite,Allah yardımcısı olsun Burhan Hoca'nın öğrencisinin.,1.0,0.0
