FacultyArea,InstitutionType,AverageRating,Kolaylık,Anlaşılırlık,DersAnlatımı,Erişilebilirlik,Yardımseverlik,ReviewText,Sentiment
Eğitim Fakültesi,üniversite,1.0,1,1,1,1,1,Ders arası vermeyi sevmez. Dersleri çok sıkıcı. Derse gidesiniz gelmeyebilir. Notları çok kıt. Ödevlerinizin heryerinden fazlasıyla not kırıyor.,0.0
İngilizce,lise,5.0,5,5,5,5,5,"Çok tatlı, çok yardımsever bir hoca.",1.0
Matematik,lise,2.2,1,3,5,1,1,Dilek Hoca'nın çözemeyeceği matematik sorusu yoktur. Bilgisine tek kelime edemem. Ama çok zor bir insandır. Rahat iletişime geçemeyebilirsiniz.,0.0
Coğrafya,lise,4.2,5,4,4,3,5,Öztürk Hoca dünyanın en iyi insanı olabilir. Çok da bilgili bir hocadır. Ben ders anlatışından çok soru çözümlemelerini severim. Öztürk Hoca'ya sorup da cevap alamadığım ya da anlamadığım soru olmamıştır. Ama ders anlatırken biraz sıkıcı olabiliyor.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.6,4,4,5,5,5,"Dünya tatlısı bir hoca. Dersine çok değer veriyor. Çok titiz, çok dakik. İngilizceniz iyiyse yani ortalamanın üstündeyse hiç bir sıkıntı yaşamıyorsunuz. Kitaba bile ihtiyaç duymuyorsunuz. Yardımcı olacağı bir konu olduğunda elinden geleni yapıyor.",1.0
Matematik,lise,3.3,3,3.5,4,3,3,Canım hocam.,
Kimya,lise,5.0,5,5,5,5,5,Yaşasın Haydar Hoca!,1.0
Coğrafya,lise,3.4,1,5,1,5,5,"Ben sayın Ali Ünal'ın öğretmen olduğuna inanmıyorum, her şey Adem Hoca'nın hayal gücü.",
Beden Eğitimi,lise,2.6,5,1,5,1,1,:),
Coğrafya,lise,5.0,5,5,5,5,5,Adamsınız hocam.,1.0
Matematik,lise,1.8,5,1,1,1,1,Aşırı adamlıktan ölebilir.,0.0
Hukuk Fakültesi,üniversite,4.31,3.39,4.63,4.56,4.45,4.52,"Sayın Furtun; hayatım boyunca karşılaştığım, mesleğinin hakkını veren nadir öğretmenlerden biridir. Kişiliği, eğitim hayatındaki başarıları ve eğitmenliği örnek alınacak bir şahsiyettir.  Bence meslek etiği ve ahlak bilgisi bakanlığı kurulmalı ve Sayın Furtun bu bakanlığın başına getirilmelidir.",1.0
Güzel Sanatlar Fakültesi,üniversite,5.0,5,5,5,5,5,Çok başarılı.,1.0
İngilizce,lise,4.7,4,5,5,4.5,5,"Değeri bilinmeyen, Türkiye'nin en değerli ve en eğlenceli, garip hocasıdır. :D",1.0
Felsefe,lise,4.6,3,5,5,5,5,:D 100 de verirmiş.,1.0
İngilizce,lise,3.2,3,2,3,5,3,Seviyoz işte. :D,
Felsefe,lise,4.6,3,5,5,5,5,Yorumsuz.,1.0
Türk Dili ve Edebiyatı,lise,4.48,4.33,4.58,4.58,4.42,4.5,Yorum yok.,1.0
Fizik,lise,4.8,4,5,5,5,5,Yorum yok.,1.0
Matematik,lise,4.6,3,5,5,5,5,Dört sene önceki matematik öğretmenimdi. Şu an onun sayesinde matematik öğretmenliği okuyorum. Bana matematiği sevdiren kişidir.,1.0
Coğrafya,lise,4.8,4,5,5,5,5,On numara beş yıldız.,1.0
Mühendislik Fakültesi,üniversite,2.0,2,2,1,4,1,Dersleri genelde uykuyla karışık anlatılır. Konular hızlı şekilde atlanıp sınavda detaylı sorulur.,0.0
İngilizce,lise,3.1,4,3,3,2.5,3,Malesef ki bir öğretmen. Hakkımı helal etmiyorum.,
Bilişim Teknolojileri,lise,5.0,5,5,5,5,5,Mükemmel bir öğretmen. :),1.0
İngilizce,lise,4.6,5,5,3,5,5,İyi bir öğretmen.,1.0
Beden Eğitimi,lise,5.0,5,5,5,5,5,Çok iyi bir hoca.,1.0
İngilizce,lise,5.0,5,5,5,5,5,Çok iyi bir hoca.,1.0
Coğrafya,lise,4.4,3,4,5,5,5,"Canım hocam, harika, müthiş, süper, mükemmel bir insansınız ve harika bir öğretmensiniz. :D Bu iki cümle hakkınızda düşündüğümü özetler diye düşünüyorum. :) Umarım gülüşünüz ve enerjiniz hiç eksik olmaz.",1.0
Matematik,lise,4.27,3.67,4.33,5,3.67,4.67,"Sevgili hocam harf kısıtlaması olmasaydı, kendimi daha iyi ifade edebilirdim ama kısaca iyi ki hayatıma girmişsiniz ve hayata bakışımı değiştirmişsiniz. Bu zamana kadar bana kattıklarınız ve emeğiniz ödenmez. İyi ki varsınız ve harika bir insansınız. Umarım güzellikler sizi bulur hayatınızda.",1.0
Mühendislik ve Mimarlık Fakültesi,üniversite,4.62,3.3,5,5,4.8,5,"Yardımseverliğinden, güleryüzünden ve konuları mümkün olduğunca gerçek hayata bağlayarak anlattığından ötürü teşekkür ederim. Probability gibi soyut bir kavramın neredeyse tüm örneklerini gerçek hayattan verince teorisini de anlamak daha kolay oldu. Teşekkürler Akıner Hoca.",1.0
Türk Dili ve Edebiyatı,lise,4.6,3,5,5,5,5,Ders veriyor ama hangi okulda olduğunu bilmiyorum.,1.0
Resim,lise,4.4,2,5,5,5,5,Öğretmenliğin hakkını veren birisidir kendisi.,1.0
Biyoloji,lise,3.8,3,5,5,1,5,Merhaba Emel Hocam. Her zaman aklımdasınız. ,1.0
Coğrafya,lise,1.0,1,1,1,1,1,Uygunsuz sözcük kullanmamak zor.,0.0
İngilizce,lise,4.6,3,5,5,5,5,"Mühendis oldum, yurtdışında birçok ülke gezdim, hala da yurtdışında yaşıyorum ve son derece iyi bir hayat sürüyorum ve bütün bunlarda Mustafa Hocamın çok büyük payı vardır. Bana hem yabancı dil hem de insanlık ve hayat ve karakter namına çok şey öğretti. Allah kendisinden razı olsun. Mehmet Durmuş",1.0
Türk Dili ve Edebiyatı,lise,4.6,3,5,5,5,5,2005 yılında öğrencisiydim hocamın. Teknik lisedeyken bana edebiyatı sevdiren iki hocamdan birisidir. Allah razı olsun kendisinden.,1.0
Tarih,lise,3.2,2.33,3.67,3.67,3.67,2.67,"Tarihin T'sini zor anlatan, not verirken 0.5 puanın hesabını yapan, öğrencilere çok rahat takan, nedensiz yere sinirlenen, 460 puanla gelen öğrencilere ders veren, sürekli bağırıp çağıran, halden anlamayan, öğrencinin görebileceği en kötü öğretmenlerden biridir.",
Matematik,lise,4.2,1,5,5,5,5,Çok iyi bir öğretmendir.,1.0
Fen Edebiyat Fakültesi,üniversite,2.27,2.33,2.33,2.33,2,2.33,"Kendi işini yaptırmayı çok sever, sıra kendisine gelince sizi tanımaz bile. Kesinlikle güvenilmez bir hoca.",0.0
Tarih,lise,1.6,1.5,1.5,2.5,1.5,1,"Derse soru sorarak başlar. Cevaplarınızı beğenmez, hatta yüzünü buruştur. Ders anlatımı sıkıcıdır, dersi ağır işler. Her şeyi sizden bekler, not tutturmaz. Notu kıttır, sınavlarda detay ister. Dersine katılın, fazla inatlaşmayın.",0.0
Tarih,lise,5.0,5,5,5,5,5,"Derin Tarih bilgisi ve açık, engin anlatımıyla lise döneminde çok şey öğrenmem gerektiği halde hocamdan zamanında yeterince yararlanamadığım için üniversite hayatımda bunun pişmanlığını yaşıyorum. Eğitim hayatım boyunca nadir hocalardan biri. Şuan keşke yakın olabilsem ve yine aydınlatsaydınız beni.",1.0
Türk Dili ve Edebiyatı,lise,5.0,5,5,5,5,5,En sevdiğim hocalardan biri. Çok espritüel ama aynı andada cıvıtmadan ders anlatıyor. Hem edebiyat hem de dil anlatım dersine giriyor. Ders anlatımı çok iyi ve anlaşılır.,1.0
Matematik,lise,3.0,2,2,5,3,3,Aslında çok iyi bir hoca ama dersi bazen iyi anlatamıyor. Öğrenci de bir yeri kaçırdığında sonraki derslerde ne anlatıldığına dair ufak bir fikri olmuyor. Bu birazda hocanın dersi Fransızca anlatmasına bağlı ve tamamen hocanın suçu değil. Ayrıca dersinde bazen bir öğrenciye odaklanıp sınıfı unutuyor.,
Din Kültürü ve Ahlak Bilgisi,lise,3.07,5,3,2.67,2.33,2.33,Sınavlarda istediğimiz sorudan başlayamazdık. Hocayla iletişim kurmak çok zordu. Okula bisikletle gelirdi.,
İktisadi ve İdari Bilimler Fakültesi,üniversite,1.4,1,3,1,1,1,"Sınav sistemi desen kötü, öğrenci ile diyoloğu desen kötü, ders anlatımı iyi ama sınavlarda notu sanki cebinden para ile veriyor. Dediği şeyi inkar ediyor.",0.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,2.4,1,3,3,4,1,Önemli iki dersi verebilecek (siyaset-sosyoloji) bir hoca olduğunu sanmıyorum.,0.0
Almanca,lise,4.05,3.75,4.25,4.25,4,4,"Önceden belirlediği Almanca kitabını sene başında aldırır. Daha sonra tüm dersleri kitabın programını akıllı tahtadan açarak işler. Konu anlatımı hızlıdır, anlamak için çok dikkatli dinlemeniz gerekir. Genelde herkesin anladığını varsayar ve bu arada derslerin çoğunda Almanları över. :)",1.0
Coğrafya,lise,3.8,3,3.33,4,4.33,4.33,"Dersinden önce tenefüste kitabınız defteriniz hazır değilse ve o sınıfa girmeden dolabınızdan alamadıysanız sizi sınıfa şeker almakla cezalandırır. Adını bilmediği kız öğrencilere prenses/güzel kız olarak seslenir. Genel olarak dersleri sıkıcı olmaz, eğlencilidir ama sınavlarda zorlar.",1.0
Beden Eğitimi,lise,5.0,5,5,5,5,5,"Ümitköy Anadolu Lisesi'nde görüp görebileceğiniz en canayakın ve samimi hocadır. Dersiyle alakası olmasa bile bütün dertleri dinler, bir çözüm bulmaya çalışır.",1.0
Yabancı Diller Yüksekokulu,üniversite,3.4,2,3,4,3,5,Hocam bana çektirdiğiniz acılardan dolayı kusura bakmayın bizimle değilsiniz.,
Matematik,lise,4.6,3,5,5,5,5,"On numara beş yıldız. Daha Derince'de dersime girmişti ve ""işimi yaparım, kimseye muhtaç kalmam"" demişti. Çok sonraları anladım. İyi hocadır iyi, değerini bilin.",1.0
Din Kültürü ve Ahlak Bilgisi,lise,2.6,4,1,3,3,2,Yorum yok.,
Eğitim Fakültesi,üniversite,3.8,3,4,5,3,4,"Anlayışlı, erişilebilir. Derslerde slaytlardan yararlanır. Öğrencilerine gereksiz zorlama yapmaz. Sınavları çoğunlukla test tekniğini kullanır.",1.0
Türk Dili ve Edebiyatı,lise,5.0,5,5,5,5,5,"ÜFL'de sadece son bir senede tanıdığım ve unutmayacağım muhteşem öğretmen. Çok değer verdiğim, çok sevdiğim, bana Türkçe dersini sevdiren biricik öğretmenimi ve onun 'Çocuğum!' lafı, hep hatırımda olacak.",1.0
Türk Dili ve Edebiyatı,lise,4.4,3.5,4.5,4.5,5,4.5,Dersleri biraz  sıkıcı olsa da iyi biri ve anlaşılır ders anlatıyor.,1.0
Türk Dili ve Edebiyatı,lise,5.0,5,5,5,5,5,Gelmiş geçmiş en iyi öğretmen. :),1.0
Matematik,lise,3.3,3.5,2,2,4,5,Çok iyi biri.,
Biyoloji,lise,1.0,1,1,1,1,1,Yorum yok.,0.0
Matematik,lise,1.0,1,1,1,1,1,Derse girmese çok iyi hoca.,0.0
İngilizce,lise,4.4,4,4,5,4,5,"Dincer Hoca, kalp kalp. <3 <3",1.0
Matematik,lise,5.0,5,5,5,5,5,Nilay Hoca bulunabilecek matematik hocalarının en iyisi. Kimin hocasıysa çok şanslı.,1.0
Almanca,lise,1.0,1,1,1,1,1,Yorum yok.,0.0
Felsefe,lise,3.3,3,3,3,3.5,4,"Hocamız okulumuzun gelmiş geçmiş efsane isimlerinden. Bize felsefeyi, hayatı sevdiren, insan sevgisi aşılayan, yeniliklere ve eleştirilere açık, mükemmel insan. Onun sayesinde Boğaziçi Üniversitesi'ne girdim. Öğrencileri o kadar şanslı ki, Allah yolunu açık etsin. Hayırlı, huzurlu, sağlıklı bir ömür diliyorum.",
İngilizce,lise,3.75,3.75,3.75,3.25,4,4,Yorum yok.,1.0
Fizik,lise,4.8,4,5,5,5,5,Fizik alanında gayet başarılı bir öğretmen.,1.0
İngilizce,lise,4.8,4,5,5,5,5,İngilizce alanında gayet başarılı bir öğretmen.,1.0
Türk Dili ve Edebiyatı,lise,5.0,5,5,5,5,5,5 Yıldız.,1.0
Mühendislik ve Mimarlık Fakültesi,üniversite,5.0,5,5,5,5,5,Ders anlatımı mükemmeldir. Ortalamayı arttırmamız için ne gerekiyorsa yapar. Son derece yardımsever ve sempatik bir hocadır.,1.0
Mühendislik ve Mimarlık Fakültesi,üniversite,1.0,1,1,1,1,1,"İngilizcesi yok denecek kadar azdır, dersi Türkçe anlatır. Sınavları zordur, genelde süre yetmez. İlkokul öğrencisi gibi her hafta ödev verir.",0.0
Mühendislik ve Mimarlık Fakültesi,üniversite,3.8,3,5,5,3,3,"İngilizcesi çok üst düzeydir. Dinlemesi çok zevklidir ve bir o kadar bilgili bir hocadır. Aşırı derece ılımlı bir hocadır. Espri yapmaz, şakalaşmaz, gayet resmidir kendisi.",1.0
Mühendislik ve Mimarlık Fakültesi,üniversite,3.6,3,3,5,3,4,"Ders düzenli takip edildiğinde sınavları kolaydır. İngilizcesi o kadar da iyi olmayan hocamız, konuyu önce İngilizce sonra Türkçe anlatır. Eğer arka sıralarda oturuyorsanız dersini anlamak çok zordur çünkü hocamızın sesinde problem olup, çok kısıktır.",1.0
Mühendislik ve Mimarlık Fakültesi,üniversite,2.8,1,1,5,3,4,İleride işe yarayacak birçok bilgi veriyor ama İngilizce. İngilizcesini anlamak çok güç.,
Matematik,lise,4.13,1.33,4.67,4.67,5,5,Sorularla dalga geçen adam.,1.0
Fen Edebiyat Fakültesi,üniversite,4.1,2.5,5,5,3.5,4.5,"Bölümün açık ara en iyisi. Dersleri çok net anlayabilirsiniz fakat sınavları çok zor, katılım zorunlu. Not olarak hakkettiğiniz notu hatta biraz fazlasını alıyorsunuz.",1.0
Fen Edebiyat Fakültesi,üniversite,2.8,5,1,1,3,4,İyi bir öğretici değil fakat iyi biri. Yardımcı olmaya çalışıyor ama Türkçesi yetersiz ve çok dağınık anlatıyor. Cümlelerini tamamlamıyor fakat sınavı kolay.,
Mühendislik Mimarlık Fakültesi,üniversite,3.4,2.33,3.67,3.67,3.67,3.67,Hocamızın artık ilkokul çocuğu gibi yarıştırma havasından bıktım. Türkçe dersini anlamakta zorluk çekerken İngilizce dersinden medet umamıyorum malesef. Bizi hiç kale almaması beni derinden üzüyor.,
Beden Eğitimi,lise,1.0,1,1,1,1,1,Umarım yetkililer gerekeni yapar. Teşekkürler.,0.0
Türk Dili ve Edebiyatı,lise,4.6,3,5,5,5,5,Mustafa Kemal'in aradığı öğretmenlerden biri olmalı. Bunca fedakar emeğin karşılığında saygısızlık yapılması utanç verici. :|,1.0
Kimya,lise,5.0,5,5,5,5,5,Yorum yok.,1.0
İngilizce,lise,4.4,3,5,5,5,4,Çok iyi bir bayan.,1.0
Matematik,lise,5.0,5,5,5,5,5,"Allahım bu ne kadar güzel bir hoca ya. Sizi çok seviyorum  hocam. <3 Çok yardımsever biri. Sonra çok iyi, çok güzel. O kadar güzel bir insan ki, hep onun dersinde olmak istiyor insan. :)",1.0
Matematik,lise,4.29,2.56,5,5,3.89,5,"Derslerinde zaman hızla akıp geçer. Aslında o da, tahtada hızla akıp geçiyor. Elleri hala tebeşirli midir acaba? Selam olsun hocamıza.",1.0
Matematik,lise,2.6,3,3,3,3,1,"Konulara hakim, merhametli, özverili, matematiğe aşık, çok iyi anlatan, çalışkan ve zeki öğrencileri seven biri.",
Tarih,lise,4.9,4.5,5,5,5,5,Hayatımda tanıdığım en iyi insanlardan bir tanesidir. Baba gibi bir hocadır ve futbolla yakından ilgilidir.,1.0
Beden Eğitimi,lise,5.0,5,5,5,5,5,Allah rahmet eylesin. Mekanı cennet olsun. Hocaların kralıydı.,1.0
İngilizce,lise,3.75,3.75,3.75,3.25,4,4,"Adamın dibidir. Kültürlü, anlayışlı ve çok iyi bir hocadır.",1.0
Matematik,lise,4.5,2.5,5,5,5,5,Bir insanın hayatında eğitim alabileceği en iyi matematik hocasıdır. Sen ne söylediğini bile bilmezken anlayabilen bir hocadır ve bir soruyu en fazla 10 saniyede çözer.,1.0
Matematik,lise,4.0,1,5,5,5,4,Okuduğum lise ile ilgili birşeyler bakarken tesadüfen geldim bu siteye ve ismini görünce bir şeyler yazmak istedim. :) Matematiği sevmem ve üniversiteyi kazanmam konusunda hayatımda çok etkili olmuştur kendisi. Hocam eğer bu yazıyı bir gün okursanız belki ismimi hatırlamayacaksınız ama teşekkürler.,1.0
Matematik,lise,4.4,5,3,4,5,5,"Gerçekten gördüğüm en yardımsever, en değerli hocalardan biri. Helal olsun size hocam.",1.0
Matematik,lise,4.29,2.56,5,5,3.89,5,"Arkadaşımın neredeyse zoruyla gittiğim Şirince Nesin Matematik Köyü'nde tanıştığım büyücü matematikçi.
Gerçek adı Moz'dur. :) Tahtadayken insanı nasıl hipnotize ettiğini anlatamam. Hayatımın en şanslı yaz mevsimini yaşadım matematik konusunda. Teşekkürler güzel gülen insan.",1.0
Matematik,lise,1.0,1,1,1,1,1,Uzay geometrisi dersine girmişti. Tenefüs zili çaldığı anda hemen çıkıp giderdi.,0.0
Tarih,lise,2.4,3,1.5,1.5,3,3,"Lise 3'de dersimize girdiğinde yazın sıcak günlerinde su içmemize engel olmuştu. Sıcak günlerde derste ceketi zorunlu tutmuştu, su içtiğim için sınıftan çıkarmıştı.",0.0
Tarih,lise,3.0,3,3,3,3,3,Ders anlatışı berbat.,
Bilişim Teknolojileri,lise,4.0,1,5,5,4,5,"Harika biri insan, harika bir hoca.",1.0
Bilişim Teknolojileri,lise,3.5,3,4,3.5,4,3,"Bilgisayar hocasıyım diye geçiniyor, bir şey bildiği yok.",
Türk Dili ve Edebiyatı,lise,1.4,3,1,1,1,1,Nasıl hoca olmuş anlamadığım biri.,0.0
Türk Dili ve Edebiyatı,lise,4.8,4,5,5,5,5,En harika edebiyatçı. :),1.0
Rehberlik,lise,3.2,3,4,3,3,3,Öğrenciler tarafından sevilmez.,
Türk Dili ve Edebiyatı,lise,4.6,3,5,5,5,5,"İyi ki onu tanımışım, iyi ki bana bir şeyler kazandırmış. O benim idolüm. Onun sayesinde dil ve anlatımı, Türk edebiyatını çok sevdim, halen de çok seviyorum. Harikasınız hocam.",1.0
Tarih,lise,4.4,2,5,5,5,5,Mükemmel bir hoca. Anlatış tarzına hayranım. Verdiği cezalar bile güzel.,1.0
Meslek Dersleri,lise,4.0,2,5,5,4,4,Tam bir İmam-Hatip hocasıdır. Dersleri muntazamdır. Disiplinlidir fakat sevecendir.,1.0
Matematik,lise,4.4,3,5,5,4,5,"Orta Doğu ve Balkanların en iyi, en sevecen, en profesyonel hocasıdır. Ders anlatım tekniği muazzamdır. Dersinde sıkılmak imkansızdır. Teşekkürler Meral Hocam. :)",1.0
Matematik,lise,4.6,3,5,5,5,5,Adamın dibidir Volkan Hoca. Herşeyimizle ilgilendi. Baba gibidir. Ders anlatışı matematik özürlülere bile sevdirir matematiği.,1.0
İngilizce,lise,5.0,5,5,5,5,5,Hayatımı değiştiren insandır. Öğretmenlik mesleğini bana sevdiren insandır. Kısacası candır. İyi ki de vardır.,1.0
Rehberlik,lise,1.0,1,1,1,1,1,Yorum yok.,0.0
Türk Dili ve Edebiyatı,lise,4.4,3,5,5,4,5,Eski öğrencinizden saygılar.,1.0
Türk Dili ve Edebiyatı,lise,4.2,3,5,5,3,5,"Sinan hocam, merhaba umarım bu siteye giriyorsunuzdur ve yazılanları görüyorsunuzdur. Ben eski öğrenciniz Esra, 9H sınıfından, Remzi Bayraktar, 2001-2004.",1.0
Matematik,lise,4.8,4,5,5,5,5,Muhteşem bir hocamızdı. Allah razı olsun kendisinden. Ciddi ve mesleğini iyi yapan bir öğretmendi. Tuna'dan gittiğinde kendisinin yerini kimse dolduramadı.,1.0
Fizik,lise,4.0,3,5,3,4,5,Edepli bir hocamızdı. Allah razı olsun kendisinden ve hoca olarak örnek olunabilecek bir hocaydı.,1.0
Türk Dili ve Edebiyatı,lise,1.0,1,1,1,1,1,"Ticarette en sevmediğim hocaydın, hala da öylesin.",0.0
İngilizce,lise,4.15,4.13,4.73,4.67,2.47,4.73,"Telefonla ulaşmak imkansız gibidir ama diğer konularda yıldızları az koymuşlar buraya. Kolay kolay ulaşamazsınız, hele telefonla. Ama çok iyidir her konuda.",1.0
Türk Dili ve Edebiyatı,lise,4.47,4.33,4.67,5,4,4.33,"Sevilay Hocam, ben Ersan PARLAK. Umarım hatırladınız. Çok teşekkürler, görüşmek dileklerimle.",1.0
Matematik,lise,3.6,2.33,3.67,3.67,4,4.33,Matematiği hocamla sevdim. Çok bilgili bir hoca. Züleyha hocamız.,1.0
Matematik,lise,3.6,2.33,3.67,3.67,4,4.33,"Matematiği bana sevdiren ve derse teknolojiyi yansıtan bir hoca. Kişiliği ve yardımseverliği çok etkileyici. Hocamıza olumsuz yorum yapan varsa kendine baksın önce. O matematik için ne yapmış acaba?
Özetle şu ki, Züleyha Hoca gerçek bir matematik hocasıdır!",1.0
Yabancı Diller Yüksekokulu,üniversite,4.8,4,5,5,5,5,"İngilizce konuşurken daha rahat konuştuğunu düşündüğüm, edebiyat mezunu olmasının sonucu olarak derslerinde bizlere mitolojik öyküler anlatan ve bilmediğimiz bir çok hikayeyi fark ettirmeden yeni kelimelerle bize aktaran hocamdır. Derslerinde geliştiğinizi içinizden hissedersiniz. Canım hocam.",1.0
Fizik,lise,4.3,3.5,4,4,5,5,Yorum yok.,1.0
Fizik,lise,4.67,3.67,5,5,4.67,5,Yorum yok.,1.0
Hukuk Fakültesi,üniversite,4.96,5,5,5,4.8,5,"Liseden çıkıp gelmiş gençlere okulu, bölümü, mesleği sevdirmek için ne gerekiyorsa yapan, öğrenciyi kaybetmeyi değil, kazanmayı amaçlayan ve geleceği muhteşem olacağına inandığım hocamızın aynı çizgide kalmasını temenni ediyorum.",1.0
Biyoloji,lise,4.8,4,5,5,5,5,"Çok zeki ve güzel bir biyoloji öğretmenidir kendisi. Dersi derste dinleyerek anlayacağınız sınırlı sayıdaki hocalardandır. Yanlız tek kötü yanı sınavlarının biraz zor olması. O da bizim icin zor soruyor, neleri öğrenmişiz kontrol etmek için. Hala daha çok severim. Benim biricik hocam.",1.0
Mühendislik Fakültesi,üniversite,4.36,3.63,4.49,4.65,4.41,4.63,Sağlık fiziğini kalıplaşmış bilgilerin dışında güncel ve anlaşılır bilgilerle bize vererek gerçekten iyi bir sağlık fizikçisi tanımını yapan Mustafa Hocam ile milattan önce ve sonra olan sağlık bilgilerinin tamamının kazanımını aldım. Kısa bir dönemde uzun yol alıp nükleer tıp düşüncelerim değişti.,1.0
